2024-11-22T10:31-05:00	1	99904C	355Y	1687C	355U	12	34	2
2024-11-23T09:13-05:00	106	8823A	16868C	6210T	355Y	21	25	2
2024-11-23T09:18-05:00	107	586E	8675V	1037A	2140A	41	23	2
2024-11-23T09:22-05:00	108	1165A	355U	6842K	7282R	38	28	2
2024-11-23T09:25-05:00	109	57249A	929N	17788F	11101X	36	34	2
2024-11-23T09:28-05:00	110	6210G	1233G	2011B	5069Z	22	42	2
2024-11-23T09:32-05:00	111	6277C	2011K	77787B	3150C	39	17	2
2024-11-23T09:35-05:00	112	2849B	1687C	85142Z	2719F	35	22	2
2024-11-23T09:38-05:00	113	2011J	1233H	1115B	94517X	24	22	2
2024-11-23T09:41-05:00	114	97934S	99904B	97934U	50421A	37	26	2
2024-11-23T09:45-05:00	115	80920A	53863H	6210A	7368M	44	24	2
2024-11-23T09:50-05:00	116	10278A	45618A	57249C	9065P	29	30	2
2024-11-23T09:54-05:00	117	1115E	97934X	6842V	2774A	27	41	2
2024-11-23T09:57-05:00	118	8823Z	229V	355X	6008D	40	3	2
2024-11-23T10:00-05:00	119	1233A	10102A	621A	3150A	45	29	2
2024-11-23T10:03-05:00	120	1239E	7282K	360X	30809S	25	44	2
2024-11-23T10:06-05:00	121	1233J	100A	73641S	10009A	25	30	2
2024-11-23T10:10-05:00	122	39313Z	1624A	2624C	6210M	28	37	2
2024-11-23T10:14-05:00	123	6277B	99904W	2011D	38141D	27	13	2
2024-11-23T10:16-05:00	124	11101B	884A	123A	8626K	27	37	2
2024-11-23T10:21-05:00	125	2140C	2140D	91416N	7701X	22	19	2
2024-11-23T10:24-05:00	126	6219X	50421A	57249A	16868C	10	33	2
2024-11-23T10:28-05:00	127	8675F	7701P	7862H	73641R	34	15	2
2024-11-23T10:31-05:00	128	57249C	586E	38141C	1233G	25	8	2
2024-11-23T10:34-05:00	129	7368W	10278A	97934X	11101X	36	37	2
2024-11-23T10:38-05:00	130	94517X	97934H	53863H	1037A	23	12	2
2024-11-23T10:42-05:00	131	355Y	10102A	5069Z	2011J	40	34	2
2024-11-23T10:44-05:00	132	360X	2774A	32092G	99904E	30	39	2
2024-11-23T10:48-05:00	133	57711X	2011B	7282K	1233J	33	27	2
2024-11-23T10:51-05:00	134	3150C	99904B	1115B	8823A	46	26	2
2024-11-23T10:55-05:00	135	57249B	71100S	1624A	229V	30	44	2
2024-11-23T10:58-05:00	136	2393S	73641A	7368M	1233H	34	27	2
2024-11-23T11:02-05:00	137	91416N	2011D	45618A	11101B	28	30	2
2024-11-23T11:06-05:00	138	1239E	99904C	8675V	355X	10	39	2
2024-11-23T11:09-05:00	139	97934U	85142Z	6277B	884A	26	37	2
2024-11-23T11:12-05:00	140	73641S	2849B	6210G	99904W	20	28	2
2024-11-23T11:16-05:00	141	6210M	1115E	929N	10009A	36	39	2
2024-11-23T11:19-05:00	142	2140C	2011K	1037B	1233A	14	33	2
2024-11-23T11:23-05:00	143	6008D	77787B	6210A	1687C	32	35	2
2024-11-23T11:27-05:00	144	123A	7282R	2140D	621A	24	31	2
2024-11-23T11:31-05:00	145	1165A	2140A	39313Z	38141D	15	22	2
2024-11-23T11:34-05:00	146	17788F	6210T	355U	97934S	1	24	2
2024-11-23T11:38-05:00	147	6842V	7701X	2719A	9065P	37	13	2
2024-11-23T11:41-05:00	148	2719F	8626K	8823Z	2624C	40	33	2
2024-11-23T11:45-05:00	149	3150A	2775V	6277C	100A	37	2	2
2024-11-23T11:49-05:00	150	338A	6842K	80920A	30809S	32	22	2
2024-11-23T11:52-05:00	151	16868C	10278A	586E	1233J	42	26	2
2024-11-23T11:55-05:00	152	91416N	3150C	1233H	50421A	23	27	2
2024-11-23T11:59-05:00	153	8823A	97934H	2011B	2011D	39	39	2
2024-11-23T12:04-05:00	154	45618A	355X	2140C	1115B	18	34	2
2024-11-23T12:07-05:00	155	2774A	53863H	7701P	2011K	25	44	2
2024-11-23T12:11-05:00	156	355Y	7368M	71100S	6277B	22	29	2
2024-11-23T13:16-05:00	157	39313Z	57711X	929N	2011J	37	37	2
2024-11-23T13:19-05:00	158	6210A	5069Z	2849B	6219X	29	39	2
2024-11-23T13:22-05:00	159	11101B	57249C	8675F	229V	27	21	2
2024-11-23T13:25-05:00	160	97934U	73641R	1624A	32092G	24	38	2
2024-11-23T13:30-05:00	161	2624C	355U	1233A	7862H	4	11	2
2024-11-23T13:33-05:00	162	8675V	7282K	6277C	621A	43	20	2
2024-11-23T13:36-05:00	163	80920A	97934S	1165A	100A	26	18	2
2024-11-23T13:40-05:00	164	57249A	8626K	73641A	6842V	36	34	2
2024-11-23T13:43-05:00	165	2393S	2140A	85142Z	7282R	32	3	2
2024-11-23T13:46-05:00	166	30809S	2719A	7368W	1037A	24	21	2
2024-11-23T13:49-05:00	167	1687C	338A	73641S	6210M	29	39	2
2024-11-23T13:52-05:00	168	123A	17788F	38141D	99904C	22	13	2
2024-11-23T13:55-05:00	169	7701X	8823Z	1115E	884A	27	32	2
2024-11-23T13:59-05:00	170	97934X	1233G	57249B	94517X	14	40	2
2024-11-23T14:01-05:00	171	11101X	99904E	3150A	2140D	41	21	2
2024-11-23T14:07-05:00	172	6842K	360X	1037B	10009A	39	31	2
2024-11-23T14:10-05:00	173	2719F	99904W	77787B	1239E	43	27	2
2024-11-23T14:14-05:00	174	6210G	38141C	10102A	2775V	14	44	2
2024-11-23T14:17-05:00	175	9065P	6210T	99904B	6008D	16	46	2
2024-11-23T14:20-05:00	176	1624A	2140C	16868C	100A	27	43	2
2024-11-23T14:24-05:00	177	1115B	50421A	57711X	7282R	19	39	2
2024-11-23T14:27-05:00	178	1037A	621A	2011K	1233J	23	46	2
2024-11-23T14:31-05:00	179	30809S	57249A	45618A	8675F	37	24	2
2024-11-23T14:35-05:00	180	7368W	97934H	11101B	17788F	21	43	2
2024-11-23T14:38-05:00	181	8823Z	1233H	80920A	355Y	24	39	2
2024-11-23T14:42-05:00	182	97934X	6277C	91416N	1165A	33	31	2
2024-11-23T14:45-05:00	183	99904E	1115E	2140A	97934U	33	24	2
2024-11-23T14:48-05:00	184	229V	6277B	2774A	2393S	32	25	2
2024-11-23T14:52-05:00	185	6842V	355X	57249C	2719F	40	31	2
2024-11-23T14:55-05:00	186	10102A	6219X	8626K	7701X	43	26	2
2024-11-23T14:59-05:00	187	73641A	73641R	6210T	3150C	17	27	2
2024-11-23T15:03-05:00	188	57249B	2140D	355U	6210M	33	36	2
2024-11-23T15:06-05:00	189	1687C	1233G	2775V	97934S	25	18	2
2024-11-23T15:09-05:00	190	38141D	586E	73641S	11101X	22	36	2
2024-11-23T15:12-05:00	191	94517X	10278A	39313Z	6210G	41	24	2
2024-11-23T15:16-05:00	192	1233A	10009A	2849B	99904C	35	15	2
2024-11-23T15:20-05:00	193	77787B	2719A	7282K	338A	14	32	2
2024-11-23T15:22-05:00	194	2624C	1239E	6008D	2011J	33	24	2
2024-11-23T15:26-05:00	195	7701P	99904W	7368M	2011B	35	19	2
2024-11-23T15:30-05:00	196	2011D	6210A	71100S	360X	32	34	2
2024-11-23T15:33-05:00	197	1037B	32092G	123A	8823A	47	20	2
2024-11-23T15:36-05:00	198	3150A	99904B	53863H	38141C	45	29	2
2024-11-23T15:40-05:00	199	7862H	85142Z	6842K	8675V	10	34	2
2024-11-23T15:45-05:00	200	9065P	929N	5069Z	884A	13	36	2
2024-11-23T17:31-05:00	201	99904B	11101B	10278A	57249A	44	21	2
2024-11-23T17:37-05:00	202	360X	2011D	2011K	2011J	35	39	2
2024-11-23T17:41-05:00	203	100A	229V	884A	3150A	40	29	2
2024-11-23T17:46-05:00	204	32092G	2775V	6210M	10009A	33	45	2
2024-11-23T17:59-05:00	205	99904B	11101B	2011K	2011J	0	40	2
2024-11-23T18:08-05:00	206	100A	229V	6210M	10009A	30	13	2
2024-11-23T18:38-05:00	207	2011K	2011J	100A	229V	35	34	2
2024-11-23T18:52-05:00	208	2011K	2011J	100A	229V	35	40	2
2024-11-23T19:05-05:00	209	2011K	2011J	100A	229V	0	36	2
2024-11-23T16:51-05:00	210	99904B	11101B	71100S	338A	39	21	2
2024-11-23T16:55-05:00	211	99904E	8675F	10278A	57249A	0	19	2
2024-11-23T16:58-05:00	212	360X	2011D	11101X	2011B	29	23	2
2024-11-23T17:03-05:00	213	10102A	80920A	2011K	2011J	38	38	2
2024-11-23T17:25-05:00	214	10102A	80920A	2011K	2011J	35	39	2
2024-11-23T17:08-05:00	215	100A	229V	2393S	6842K	45	32	2
2024-11-23T17:12-05:00	216	884A	3150A	6219X	1233H	35	0	2
2024-11-23T17:16-05:00	217	32092G	2775V	6277B	99904W	35	24	2
2024-11-23T17:20-05:00	218	57711X	1687C	6210M	10009A	31	38	2
2021-04-10T09:05-04:00	219	6121A	91X	741A	242A	26	5	1
2021-04-10T09:12-04:00	220	1267A	169A	1274A	169Z	8	17	1
2021-04-10T09:15-04:00	221	91A	4001E	242C	1267F	33	1	1
2021-04-10T09:20-04:00	222	81H	81F	4001A	19355A	36	8	1
2021-04-10T09:23-04:00	223	1267G	1267X	81A	169X	26	12	1
2021-04-10T09:28-04:00	224	91R	81K	1267D	242E	7	28	1
2021-04-10T09:30-04:00	225	8114A	81P	169E	169Y	13	14	1
2021-04-10T09:35-04:00	226	6121D	1267B	242Z	91F	19	4	1
2021-04-10T09:38-04:00	227	1274B	242B	169F	1267A	14	1	1
2021-04-10T12:22-04:00	228	741A	1267F	1267G	91R	11	22	1
2021-04-10T09:47-04:00	229	1267D	81F	81P	4001E	11	13	1
2021-04-10T12:27-04:00	230	91A	242A	81K	1267B	44	6	1
2021-04-10T09:54-04:00	231	242E	242Z	169F	8114A	12	26	1
2021-04-10T10:05-04:00	232	242C	4001A	6121A	1267X	2	19	1
2021-04-10T10:09-04:00	233	169E	169X	169Z	81H	11	23	1
2021-04-10T10:13-04:00	234	1274A	169Y	242B	91F	4	20	1
2021-04-10T10:17-04:00	235	81A	1274B	91X	169A	12	22	1
2021-04-10T10:20-04:00	236	19355A	6121D	81P	1267A	70	1	1
2021-04-10T10:23-04:00	237	1267F	8114A	81F	169X	10	9	1
2021-04-10T10:28-04:00	238	242B	4001A	1267G	81K	69	3	1
2021-04-10T10:31-04:00	239	81A	91R	169Y	4001E	7	36	1
2021-04-10T10:35-04:00	240	1267X	242Z	91A	91X	4	33	1
2021-04-10T10:39-04:00	241	81H	1274A	1274B	1267B	35	7	1
2021-04-10T10:44-04:00	242	19355A	1267D	169E	242C	41	9	1
2021-04-10T10:48-04:00	243	91F	242E	169A	741A	22	20	1
2021-04-10T10:51-04:00	244	169Z	169F	6121D	6121A	10	6	1
2021-04-10T10:54-04:00	245	242A	1267A	81F	91R	4	17	1
2021-04-10T10:58-04:00	246	242B	1267B	81A	1267D	14	5	1
2021-04-10T11:03-04:00	247	1267G	242C	81H	242Z	6	65	1
2021-04-10T11:05-04:00	248	169A	81P	1267F	6121A	18	10	1
2021-04-10T12:31-04:00	249	91F	169F	91A	169E	6	10	1
2021-04-10T11:14-04:00	250	8114A	1274A	6121D	1267X	9	19	1
2021-04-10T11:19-04:00	251	4001A	242E	1274B	242A	9	29	1
2021-04-10T11:22-04:00	252	741A	4001E	19355A	169Z	12	12	1
2021-04-10T11:27-04:00	253	169X	169Y	91X	81K	47	5	1
2021-04-10T12:39-04:00	254	81A	169F	1267F	81H	13	48	1
2021-04-10T12:42-04:00	255	81F	6121A	1267B	1267G	41	41	1
2021-04-10T12:46-04:00	256	4001E	1267X	242B	242A	10	6	1
2021-04-10T12:49-04:00	257	91A	169Z	169Y	4001A	70	4	1
2021-04-10T12:52-04:00	258	91R	169E	169A	242Z	26	8	1
2021-04-10T12:56-04:00	259	169X	1274B	1267D	6121D	12	20	1
2021-04-10T12:59-04:00	260	741A	1267A	8114A	242C	5	18	1
2021-04-10T13:03-04:00	261	91X	81P	242E	1274A	7	8	1
2021-04-10T13:08-04:00	262	81K	19355A	91F	1267X	7	27	1
2021-04-10T13:11-04:00	263	242A	1267F	169E	6121D	4	22	1
2021-04-10T13:14-04:00	264	6121A	169Y	1267D	81H	11	30	1
2021-04-10T13:31-04:00	265	1274A	4001A	169F	4001E	21	8	1
2021-04-10T13:26-04:00	266	81K	169Z	81P	81A	10	60	1
2021-04-10T13:23-04:00	267	91X	242C	81F	91F	6	39	1
2021-04-10T13:39-04:00	268	169X	242Z	741A	242B	2	35	1
2021-04-10T13:41-04:00	269	169A	1267B	8114A	19355A	28	9	1
2021-04-10T13:44-04:00	270	1267G	1267A	91A	242E	3	17	1
2021-04-10T13:47-04:00	271	91F	91R	6121A	1274B	12	20	1
2021-04-10T13:51-04:00	272	81A	242A	242C	1274A	6	41	1
2021-04-10T13:54-04:00	273	81H	169A	4001E	81K	28	6	1
2021-04-10T13:58-04:00	274	242Z	242E	19355A	169Y	7	20	1
2021-04-10T14:01-04:00	275	6121D	91A	81F	242B	4	11	1
2021-04-10T14:05-04:00	276	8114A	169Z	1267G	1274B	14	14	1
2021-04-10T14:09-04:00	277	81P	169F	91R	169X	64	3	1
2021-04-10T14:12-04:00	278	169E	1267B	4001A	91X	12	4	1
2021-04-10T14:16-04:00	279	1267D	1267F	1267A	1267X	11	21	1
2021-04-10T14:22-04:00	280	741A	81K	242Z	1274A	14	4	1
2021-04-10T14:26-04:00	281	6121D	169Y	169A	242C	13	32	1
2021-04-10T14:30-04:00	282	91F	8114A	4001A	81A	41	10	1
2021-04-10T14:33-04:00	283	91X	19355A	91R	242B	2	42	1
2021-04-10T14:36-04:00	284	242E	169Z	1267B	1267F	12	20	1
2021-04-10T14:40-04:00	285	741A	81H	91A	81P	3	40	1
2021-04-10T14:43-04:00	286	6121A	4001E	169X	1267A	70	70	1
2021-04-10T14:45-04:00	287	1267G	1267D	169F	242A	7	61	1
2021-04-10T14:48-04:00	288	1274B	1267X	81F	169E	4	29	1
2021-04-10T15:57-04:00	289	91A	169A	6121D	242A	27	6	1
2021-04-10T16:01-04:00	290	1274B	1274A	8114A	19355A	20	2	1
2021-04-10T16:16-04:00	291	242B	169E	81P	169F	14	10	1
2021-04-10T16:11-04:00	292	1267X	169Z	6121A	4001E	14	22	1
2021-04-10T16:24-04:00	293	91A	169A	1274B	1274A	20	12	1
2021-04-10T16:32-04:00	294	242B	169E	6121A	4001E	17	14	1
2021-04-10T16:43-04:00	295	91A	169A	242B	169E	17	6	1
2021-04-10T16:52-04:00	296	91A	169A	242B	169E	19	14	1
2021-04-10T15:25-04:00	297	91A	169A	1267G	81A	25	6	1
2021-04-10T15:29-04:00	298	6121D	242A	81H	169Y	16	14	1
2021-04-10T15:34-04:00	299	1274B	1274A	91R	4001A	33	3	1
2021-04-10T15:37-04:00	300	81F	91F	8114A	19355A	9	49	1
2021-04-10T15:42-04:00	301	242B	169E	242C	741A	27	3	1
2021-04-10T15:45-04:00	302	81P	169F	1267B	1267D	17	3	1
2021-04-10T15:49-04:00	303	1267X	169Z	91X	1267F	35	3	1
2021-04-10T15:52-04:00	304	6121A	4001E	242E	169X	68	6	1
